video,lang,link,time_start,time_end,slo,eng
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:09:12,650","00:09:18,680","Yes, kjer imamo v bistvu največji koncert te turneje v Londonu, v Shepherd's Bush Empire.","Yes, where we've got basically the biggest gig of the tour in London, at the Shepherd's Bush Empire."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:09:19,370","00:09:23,037","Za katerega smo ugotovili, da je to k ene njihove Križanke",We've discovered that it's like Križanke
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:09:23,068","00:09:26,528","po... - Ja. - po kultnosti, kar je kar presenečenje.","in terms of... - Yeah. - in terms of being renowned, which is quite a revelation."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:09:27,275","00:09:28,819","Ampak še zmeraj na teh turnejah,","But still on these tours,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:09:28,843","00:09:30,604",na tej turneji oziroma v teh mestih,on this tour or in these cities
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:09:30,628","00:09:32,100","prepevate v slovenščini, a ne?","you're singing in Slovenian, aren't you?"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:09:33,281","00:09:37,975","Seveda. - Ja, vse pesmi, ki so v slovenskem jeziku pojemo v slovenskem jeziku","Of course. - Yes, we sing all the songs that are written in Slovenian in the Slovenian language."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:09:37,999","00:09:41,110","in tudi fani pojejo v slovenskem jeziku,","and the fans sing in Slovenian as well,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:09:41,134","00:09:45,979","kar je v bistvu, kar taka izjemno surrealistična,","which is, essentially, quite surreal,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:09:46,003","00:09:47,540","pa lepa izkušnja, vsakič znova.","and a beautiful experience, every time."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:09:48,270","00:09:50,821","Torej ja, rekli ste za veliko noč se vračate domov,","So yes, you said you were coming home for Easter,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:09:51,230","00:09:53,774",a samo za veliko noč pa potem spet nazaj ali,is it just for Easter and then you go back again or
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:09:54,135","00:09:55,846",pridete nazaj v Ljubljano.,will you come back to Ljubljana?
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:09:56,595","00:10:00,879","Ja, zares bomo za veliko noč prišli za enih deset dni domov,","Yes, we will indeed come home for Easter for about ten days,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:10:00,904","00:10:03,130","bolj kot ne bodo to malo počitnice, da,","it'll be a bit of a holiday, right,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:10:03,228","00:10:06,982","da naberemo energijo, preden gremo v studio za en mesec v Hamburg.","to get some rest, before we go to the sudio for a month in Hamburg."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:10:07,670","00:10:08,880",Po tistem pa,After that
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:10:09,550","00:10:12,713","bomo za dlje časa prišli nazaj v Ljubljano,","we're coming back to Ljubljana for a longer period of time,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:10:12,737","00:10:15,498","ker imamo sezono poletnih festivalov,","because it will be the summer festival season,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:10:16,050","00:10:20,014","ki se bodo bolj kot ne nekako držali naše širše regije,","which will happen in or around the region,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:10:20,038","00:10:21,410",tako da bo najlažje iz Ljubljane.,so staying in Ljubljana will be the most convenient.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:10:22,360","00:10:25,340",Pa v bistvu bomo mal napol tko k ene poletne počitnice jemal.,Afterwards we will be taking a little bit of a summer break.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:10:26,626","00:10:28,462","Upamo, da bo album že posnet do takrat, no.","Hopefully the album will be recorded by then, right."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:10:30,920","00:10:32,969","Zdaj kljub temu, da Jan zelo dobro kuha,","Right now, even though Jan is a very good cook,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:10:32,993","00:10:35,590","verjetno tudi pogrešate mamino juhco, a ne, domačo.","you probably miss your mum's homemade soup, don't you?"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:10:36,761","00:10:37,108",To pa.,"Oh, yes.."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:10:37,259","00:10:38,140",Definitivno. - Ja.,Definitely. - Yeah.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:10:38,846","00:10:41,771","Super fantje, najlepša vam hvala za ta super intervju.","Awesome guys, thank you so much for this great interview."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:10:41,795","00:10:42,874","Imejte se krasno,","Have a great time,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:10:43,148","00:10:46,176","veliko sreče z albumom, s komadi, na turneji,","good luck with the album, the songs, the tour,"
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:10:46,473","00:10:48,460","pa jaz upam, da se čimprej tudi v živo vidimo.",and I hope to see you in person as soon as possible.
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:10:49,370","00:10:50,910","Ja, hvala enako. - Enako. - Mi tudi. ja.","Yeah, thanks, you too. - You too. - We do too."
Znani pri Ani - Jutro na Planetu,SLO,https://www.youtube.com/watch?v=uOtgmv6l3gM,"00:10:51,340","00:10:53,570","Čau, Ana. - Bodte fajn. Čau! Hvala!","Bye, Ana. - Take care. Bye! Thank you!"
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:00:00,880","00:00:03,270","Ti imaš neko glasbeno skupino, sem slišal,","You have a band, I was told,"
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:00:03,533","00:00:09,126","pa me zanima, če v bistvu,  vajen si nastopov, ne, tako kot jaz","and I was wondering if, in fact, you're used to performing, like me,"
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:00:09,604","00:00:12,335",in potem ko prideš na oder in je tudi evforija,"and when you get on stage, you feel euphoria as well"
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:00:12,360","00:00:15,357","in zapadaš v ta... valda je evforija in si tako ""aaaah""","and you get on that... and, of course, there is euphoria and you're like ""Aaaah"""
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:00:15,382","00:00:17,582",in nastopiš in si hud in ti je super.,and you perform and you're fantastic and you have a great time.
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:00:17,670","00:00:20,259",Ampak pri filmu,But with a film
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:00:20,283","00:00:22,545","prideš... izvoli mikrofon, sori. Saj, imam dva. -Hvala.","you... here's the microphone, sorry. See, I have two. - Thanks."
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:00:22,570","00:00:25,791",prideš tako na sceno in se vse postavi,You get on the set like that and everything is in place
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:00:25,816","00:00:29,875","in je tam 30 ljudi, a ne, in je tišina",and there's 30 people there and there's silence
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:00:29,900","00:00:32,345","in ti veš kaj moraš narediti, ko je tišina.",and you know what you have to do when there's silence.
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:00:32,370","00:00:35,750","In je ton, in je kamera, in je akcija.","And then sound, camera, and action."
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:00:35,883","00:00:38,650",In zdaj te vsi gledajo in to moraš narediti.,And now everybody's watching you and you have to do it.
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:00:38,854","00:00:41,270","Mene čisto tako zanima, samo ta razlika,","I'm just interested in that difference,"
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:00:41,295","00:00:45,685",a se kaj... a je kakšna tukaj razlika zares.,is there... is there really any difference here?
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:00:45,710","00:00:48,305","Kje ti je bolj, kje imaš bolj tremo pa živčke?","Where do you feel it more, where do you have more tension and nerves?"
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:00:48,330","00:00:51,995",Pri takih zadevi ali na odru?,In these situations or on stage?
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:00:53,062","00:00:55,762","Jaz bi rekel, da je glavna razlika ta,","I would say that the main difference is,"
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:00:56,230","00:00:58,085","ki izhaja iz tvojega vprašanja,","as it follows from your question,"
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:00:58,110","00:01:02,916","ker si rekel, da je tišina in ti veš kaj moraš narediti in začneš ne.",because you said it is silent and you know  what you have to do and you do it.
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:01:02,940","00:01:05,652","Na odru jaz ponavadi vem kaj delam, ne.","On stage, I usually know what I'm doing."
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:01:06,184","00:01:08,482","Tukaj pa ne vem čisto kaj delam,","Here, I don't quite know what I'm doing,"
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:01:08,790","00:01:11,755",ker je pač to precej nova izkušnja zame.,because it's a somewhat new experience for me.
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:01:13,217","00:01:16,057","Bi rekel, da na odru sem jaz glavni,","I would say that on stage I'm in control,"
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:01:17,510","00:01:19,961",tukaj je pa glavni Tosja.,"and here, Tosja* is."
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:01:20,555","00:01:21,475",A ne. - Bravo!,Right? - Bravo!
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:01:21,566","00:01:22,876",Tako da...,"So, this..."
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:01:24,768","00:01:29,694","Tako da največja razlika je to, da sem samo marioneta, ki je potem Tosja","So the biggest difference is this, I'm just a puppet, which Tosja"
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:01:29,719","00:01:32,181",v svojih željah upravlja in reče.,manages and directs according to his desires.
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:01:33,332","00:01:34,792","Ne, daj to ni bilo kul.","No, come on, that wasn't cool."
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:01:37,744","00:01:39,965","No potem pa samo še hitro podvprašanje,","Well, then, follow-up question:"
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:01:39,990","00:01:43,030","kolikokrat ti je govoril, ""daj manj, daj manj""","how many times has he told you, ""Tone it down, tone it down.""?"
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:01:43,915","00:01:45,965","Ali si kaj pretiraval, ker si tako,","Were you overdoing it, because you,"
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:01:45,990","00:01:47,890","zelo si subtilen, kar mi je zelo všeč.","you're very subtle, which I like very much."
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:01:48,030","00:01:49,850",Tako da vse pohvale igri. - Hvala.,So congratulations on the acting. - Thanks.
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:01:50,610","00:01:51,710",Tako glede tega.,"So, about that."
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:01:55,650","00:01:58,485","Če bi to moral režirati, a si sfural?","If you had to direct it, would you be able to do it?"
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:01:58,517","00:02:02,485","Pa meni se zdi, da sem... da se mi zdi da sem kar ujel ta lik,","It seems to me that I've... it seems to me that I've really captured this character,"
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:02:02,510","00:02:05,345","saj smo se tudi veliko pogovarjali o tem, kaj Kaj,","because we've also talked a lot about what Kaj,"
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:02:05,687","00:02:06,887",kaj Kaj je.,what Kaj is.
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:02:07,700","00:02:12,294",Ampak jaz sem dost Kaja dojel kot Tosjo.,But I've been thinking of Kaj as Tosja.
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:02:15,135","00:02:18,725","Tako da sem v resnici samo probal biti Tosja, ko je star 15.",So I really just tried to be Tosja when he was 15.
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:02:18,781","00:02:20,440",Na udaru. - [inaudible] and Andraž.,Gossip about it. - [inaudible] and Andraž.
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:02:20,815","00:02:21,354",What?,What?
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:02:22,611","00:02:25,810",Ja ne vem kaj imata vidva z Andražem. Jaz sem Tosjata videl.,I don't know what you have with Andraž. I saw Tosja.
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:02:26,434","00:02:27,534",Hvala ti.,Thank you.
Bojan Cvjeticanin Kaj pa Ester Cineplexx,SLO,https://www.youtube.com/watch?v=JKpALQDD0f8,"00:02:27,801","00:02:29,990","To je v redu, to je legit tehnika.","That's okay, that's a valid technique."
EMA Freš 2021 1. oddaja,SLO,https://youtu.be/7krwGTcZw1Y,"00:00:05,081","00:00:08,726",Lepo pozdravljeni v prvem tedenskem finalu Eme Fresh.,Welcome to the first weekly final of EMA Fresh.
EMA Freš 2021 1. oddaja,SLO,https://youtu.be/7krwGTcZw1Y,"00:00:09,350","00:00:13,643","Živjo. Midva z Bojanom sva v studiju, kje pa je Eva?","Hi. Bojan and I are in the studio, but where is Eva?"
EMA Freš 2021 1. oddaja,SLO,https://youtu.be/7krwGTcZw1Y,"00:00:14,470","00:00:18,330","Eva pa ni z nama, ampak se nam bo oglasila naravnost od doma.","Eva is not with us, but will connect straight from home."
EMA Freš 2021 1. oddaja,SLO,https://youtu.be/7krwGTcZw1Y,"00:00:18,830","00:00:22,947","Hej! Kaj zakaj me ni tu? Itak, da sem tu.","Hey! What do you mean I am not here? Of course, I'm here."
EMA Freš 2021 1. oddaja,SLO,https://youtu.be/7krwGTcZw1Y,"00:00:23,170","00:00:25,543","Sam, ne tam, ampak sem tu vseeno z vama.","Just, not there, but still with you."
EMA Freš 2021 1. oddaja,SLO,https://youtu.be/7krwGTcZw1Y,"00:00:25,990","00:00:29,049","Tako da, jaz obljubim, da bomo vse čisto super speljali.","So, I promise, we'll make it all work."
EMA Freš 2021 1. oddaja,SLO,https://youtu.be/7krwGTcZw1Y,"00:00:29,390","00:00:33,970","Mi je pa res žal da ne morem biti tam z vama, tako da vama pošiljam en poljub.","But I'm really sorry that I can't be there with you, so I send you a kiss."
EMA Freš 2021 1. oddaja,SLO,https://youtu.be/7krwGTcZw1Y,"00:00:34,470","00:00:35,478",Za vsakega enega.,One each.
EMA Freš 2021 1. oddaja,SLO,https://youtu.be/7krwGTcZw1Y,"00:00:36,268","00:00:38,750","Hvala za poljubčke, Eva, absolutno jih sprejmeva.","Thank you for the kisses, Eva, we absolutely accept them."
EMA Freš 2021 1. oddaja,SLO,https://youtu.be/7krwGTcZw1Y,"00:00:39,755","00:00:44,170","Sicer pa ni zdaj to Eva Fresh, ampak je to Ema Fresh danes.","Anyway, this is not Eva Fresh, today is EMA Fresh."
EMA Freš 2021 1. oddaja,SLO,https://youtu.be/7krwGTcZw1Y,"00:00:44,425","00:00:47,630","In jaz sploh nisem pomembna, ampak naši štirje zmagovalci.","And I'm not even important, but our four winners are."
EMA Freš 2021 1. oddaja,SLO,https://youtu.be/7krwGTcZw1Y,"00:00:48,570","00:00:53,830","Ja, drži. Korak bližje nastopu na Emi so Nika S, Stella Sofia,","Yes, right. One step closer to EMA are Nika S, Stella Sofia,"
EMA Freš 2021 1. oddaja,SLO,https://youtu.be/7krwGTcZw1Y,"00:00:54,370","00:00:57,070","Last Pizza Slice, nakratko LPS, LPS.","Last Pizza Slice, LPS for short, LPS."
